comparator,comparison_error,comparison_logs,database,dialects,generated_error,generated_sql,id,job_id,score
set_match,,,db_blog,['sqlite'],,"SELECT T1.user_id, T1.username, T2.url FROM tbl_users AS T1 INNER JOIN tbl_media AS T2 ON T1.user_id = T2.uploader_id INNER JOIN (SELECT uploader_id, MAX(upload_date) AS max_date FROM tbl_media GROUP BY uploader_id) AS T3 ON T2.uploader_id = T3.uploader_id AND T2.upload_date = T3.max_date",156,07d3798a-d3a9-4020-a206-8711d7c22e6a,100.0
llmrater,,Skipped. Exact Match was found.,db_blog,['sqlite'],,"SELECT T1.user_id, T1.username, T2.url FROM tbl_users AS T1 INNER JOIN tbl_media AS T2 ON T1.user_id = T2.uploader_id INNER JOIN (SELECT uploader_id, MAX(upload_date) AS max_date FROM tbl_media GROUP BY uploader_id) AS T3 ON T2.uploader_id = T3.uploader_id AND T2.upload_date = T3.max_date",156,07d3798a-d3a9-4020-a206-8711d7c22e6a,100.0
returned_sql,,,db_blog,['sqlite'],,"SELECT T1.user_id, T1.username, T2.url FROM tbl_users AS T1 INNER JOIN tbl_media AS T2 ON T1.user_id = T2.uploader_id INNER JOIN (SELECT uploader_id, MAX(upload_date) AS max_date FROM tbl_media GROUP BY uploader_id) AS T3 ON T2.uploader_id = T3.uploader_id AND T2.upload_date = T3.max_date",156,07d3798a-d3a9-4020-a206-8711d7c22e6a,100.0
executable_sql,,Generated query was executable.,db_blog,['sqlite'],,"SELECT T1.user_id, T1.username, T2.url FROM tbl_users AS T1 INNER JOIN tbl_media AS T2 ON T1.user_id = T2.uploader_id INNER JOIN (SELECT uploader_id, MAX(upload_date) AS max_date FROM tbl_media GROUP BY uploader_id) AS T3 ON T2.uploader_id = T3.uploader_id AND T2.upload_date = T3.max_date",156,07d3798a-d3a9-4020-a206-8711d7c22e6a,100.0
exact_match,,,db_blog,['sqlite'],,"SELECT ""user_id"", ""post_id"", COUNT(""comment_id"") FROM ""tbl_comments"" GROUP BY ""user_id"", ""post_id""",5,07d3798a-d3a9-4020-a206-8711d7c22e6a,0.0
set_match,,,db_blog,['sqlite'],,"SELECT ""user_id"", ""post_id"", COUNT(""comment_id"") FROM ""tbl_comments"" GROUP BY ""user_id"", ""post_id""",5,07d3798a-d3a9-4020-a206-8711d7c22e6a,0.0
exact_match,,,db_blog,['sqlite'],,"SELECT COUNT(*), SUM(CASE WHEN T1.activity_status = 'success' THEN 1 ELSE 0 END), CAST(SUM(CASE WHEN T1.activity_status = 'success' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(*) FROM tbl_user_activity AS T1 WHERE T1.activity_type = 'login'",99,07d3798a-d3a9-4020-a206-8711d7c22e6a,0.0
set_match,,,db_blog,['sqlite'],,"SELECT COUNT(*), SUM(CASE WHEN T1.activity_status = 'success' THEN 1 ELSE 0 END), CAST(SUM(CASE WHEN T1.activity_status = 'success' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(*) FROM tbl_user_activity AS T1 WHERE T1.activity_type = 'login'",99,07d3798a-d3a9-4020-a206-8711d7c22e6a,100.0
llmrater,,Skipped. Exact Match was found.,db_blog,['sqlite'],,"SELECT COUNT(*), SUM(CASE WHEN T1.activity_status = 'success' THEN 1 ELSE 0 END), CAST(SUM(CASE WHEN T1.activity_status = 'success' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(*) FROM tbl_user_activity AS T1 WHERE T1.activity_type = 'login'",99,07d3798a-d3a9-4020-a206-8711d7c22e6a,100.0
returned_sql,,,db_blog,['sqlite'],,"SELECT COUNT(*), SUM(CASE WHEN T1.activity_status = 'success' THEN 1 ELSE 0 END), CAST(SUM(CASE WHEN T1.activity_status = 'success' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(*) FROM tbl_user_activity AS T1 WHERE T1.activity_type = 'login'",99,07d3798a-d3a9-4020-a206-8711d7c22e6a,100.0
executable_sql,,Generated query was executable.,db_blog,['sqlite'],,"SELECT COUNT(*), SUM(CASE WHEN T1.activity_status = 'success' THEN 1 ELSE 0 END), CAST(SUM(CASE WHEN T1.activity_status = 'success' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(*) FROM tbl_user_activity AS T1 WHERE T1.activity_type = 'login'",99,07d3798a-d3a9-4020-a206-8711d7c22e6a,100.0
exact_match,,,db_blog,['sqlite'],,"SELECT
T1.title
FROM tbl_posts AS T1
INNER JOIN tbl_posts_tags AS T2
ON T1.post_id = T2.post_id
INNER JOIN tbl_tags AS T3
ON T2.tag_id = T3.tag_id
WHERE
T3.name IN ('programming', 'database')
GROUP BY
T1.post_id
HAVING
COUNT(T3.tag_id) = 2;",180,07d3798a-d3a9-4020-a206-8711d7c22e6a,0.0
set_match,,,db_blog,['sqlite'],,"SELECT
T1.title
FROM tbl_posts AS T1
INNER JOIN tbl_posts_tags AS T2
ON T1.post_id = T2.post_id
INNER JOIN tbl_tags AS T3
ON T2.tag_id = T3.tag_id
WHERE
T3.name IN ('programming', 'database')
GROUP BY
T1.post_id
HAVING
COUNT(T3.tag_id) = 2;",180,07d3798a-d3a9-4020-a206-8711d7c22e6a,0.0
exact_match,,,db_blog,['sqlite'],,"SELECT COUNT(DISTINCT T1.user_id) FROM tbl_users AS T1 INNER JOIN tbl_posts AS T2 ON T1.user_id = T2.user_id WHERE T1.social_media_links LIKE '%twitter%' AND STRFTIME('%Y', T2.published_at) = '2024'",3,07d3798a-d3a9-4020-a206-8711d7c22e6a,0.0
set_match,,,db_blog,['sqlite'],,"SELECT COUNT(DISTINCT T1.user_id) FROM tbl_users AS T1 INNER JOIN tbl_posts AS T2 ON T1.user_id = T2.user_id WHERE T1.social_media_links LIKE '%twitter%' AND STRFTIME('%Y', T2.published_at) = '2024'",3,07d3798a-d3a9-4020-a206-8711d7c22e6a,100.0
llmrater,,Skipped. Exact Match was found.,db_blog,['sqlite'],,"SELECT COUNT(DISTINCT T1.user_id) FROM tbl_users AS T1 INNER JOIN tbl_posts AS T2 ON T1.user_id = T2.user_id WHERE T1.social_media_links LIKE '%twitter%' AND STRFTIME('%Y', T2.published_at) = '2024'",3,07d3798a-d3a9-4020-a206-8711d7c22e6a,100.0
returned_sql,,,db_blog,['sqlite'],,"SELECT COUNT(DISTINCT T1.user_id) FROM tbl_users AS T1 INNER JOIN tbl_posts AS T2 ON T1.user_id = T2.user_id WHERE T1.social_media_links LIKE '%twitter%' AND STRFTIME('%Y', T2.published_at) = '2024'",3,07d3798a-d3a9-4020-a206-8711d7c22e6a,100.0
executable_sql,,Generated query was executable.,db_blog,['sqlite'],,"SELECT COUNT(DISTINCT T1.user_id) FROM tbl_users AS T1 INNER JOIN tbl_posts AS T2 ON T1.user_id = T2.user_id WHERE T1.social_media_links LIKE '%twitter%' AND STRFTIME('%Y', T2.published_at) = '2024'",3,07d3798a-d3a9-4020-a206-8711d7c22e6a,100.0
exact_match,,,db_blog,['sqlite'],,"SELECT STRFTIME('%H', ""activity_timestamp"") FROM ""tbl_user_activity"" GROUP BY STRFTIME('%H', ""activity_timestamp"") ORDER BY COUNT(*) DESC LIMIT 1",100,07d3798a-d3a9-4020-a206-8711d7c22e6a,0.0
set_match,,,db_blog,['sqlite'],,"SELECT STRFTIME('%H', ""activity_timestamp"") FROM ""tbl_user_activity"" GROUP BY STRFTIME('%H', ""activity_timestamp"") ORDER BY COUNT(*) DESC LIMIT 1",100,07d3798a-d3a9-4020-a206-8711d7c22e6a,0.0
exact_match,,,db_blog,['sqlite'],,"SELECT
T1.post_id,
T1.likes_count
FROM tbl_posts AS T1
INNER JOIN tbl_categories AS T2
ON T1.category_id = T2.category_id
WHERE
T1.user_id = T2.created_by
ORDER BY
T1.likes_count DESC
LIMIT 5;",13,07d3798a-d3a9-4020-a206-8711d7c22e6a,0.0
set_match,,,db_blog,['sqlite'],,"SELECT
T1.post_id,
T1.likes_count
FROM tbl_posts AS T1
INNER JOIN tbl_categories AS T2
ON T1.category_id = T2.category_id
WHERE
T1.user_id = T2.created_by
ORDER BY
T1.likes_count DESC
LIMIT 5;",13,07d3798a-d3a9-4020-a206-8711d7c22e6a,100.0
llmrater,,Skipped. Exact Match was found.,db_blog,['sqlite'],,"SELECT
T1.post_id,
T1.likes_count
FROM tbl_posts AS T1
INNER JOIN tbl_categories AS T2
ON T1.category_id = T2.category_id
WHERE
T1.user_id = T2.created_by
ORDER BY
T1.likes_count DESC
LIMIT 5;",13,07d3798a-d3a9-4020-a206-8711d7c22e6a,100.0
returned_sql,,,db_blog,['sqlite'],,"SELECT
T1.post_id,
T1.likes_count
FROM tbl_posts AS T1
INNER JOIN tbl_categories AS T2
ON T1.category_id = T2.category_id
WHERE
T1.user_id = T2.created_by
ORDER BY
T1.likes_count DESC
LIMIT 5;",13,07d3798a-d3a9-4020-a206-8711d7c22e6a,100.0
executable_sql,,Generated query was executable.,db_blog,['sqlite'],,"SELECT
T1.post_id,
T1.likes_count
FROM tbl_posts AS T1
INNER JOIN tbl_categories AS T2
ON T1.category_id = T2.category_id
WHERE
T1.user_id = T2.created_by
ORDER BY
T1.likes_count DESC
LIMIT 5;",13,07d3798a-d3a9-4020-a206-8711d7c22e6a,100.0
exact_match,,,db_blog,['sqlite'],,"SELECT
""post_id"",
""report_reason""
FROM ""tbl_reports""
WHERE
""is_resolved"" = 0 AND ""post_id"" IS NOT NULL;",18,07d3798a-d3a9-4020-a206-8711d7c22e6a,100.0
set_match,,,db_blog,['sqlite'],,"SELECT
""post_id"",
""report_reason""
FROM ""tbl_reports""
WHERE
""is_resolved"" = 0 AND ""post_id"" IS NOT NULL;",18,07d3798a-d3a9-4020-a206-8711d7c22e6a,100.0
llmrater,,Skipped. Exact Match was found.,db_blog,['sqlite'],,"SELECT
""post_id"",
""report_reason""
FROM ""tbl_reports""
WHERE
""is_resolved"" = 0 AND ""post_id"" IS NOT NULL;",18,07d3798a-d3a9-4020-a206-8711d7c22e6a,100.0
returned_sql,,,db_blog,['sqlite'],,"SELECT
""post_id"",
""report_reason""
FROM ""tbl_reports""
WHERE
""is_resolved"" = 0 AND ""post_id"" IS NOT NULL;",18,07d3798a-d3a9-4020-a206-8711d7c22e6a,100.0
executable_sql,,Generated query was executable.,db_blog,['sqlite'],,"SELECT
""post_id"",
""report_reason""
FROM ""tbl_reports""
WHERE
""is_resolved"" = 0 AND ""post_id"" IS NOT NULL;",18,07d3798a-d3a9-4020-a206-8711d7c22e6a,100.0
exact_match,,,db_blog,['sqlite'],,SELECT * FROM tbl_attachments WHERE tags_file LIKE '%database%' AND access_permissions = 'read-only',133,07d3798a-d3a9-4020-a206-8711d7c22e6a,0.0
set_match,,,db_blog,['sqlite'],,SELECT * FROM tbl_attachments WHERE tags_file LIKE '%database%' AND access_permissions = 'read-only',133,07d3798a-d3a9-4020-a206-8711d7c22e6a,0.0
exact_match,,,db_blog,['sqlite'],,"SELECT DATE(T1.sending_time), COUNT(*) FROM tbl_private_messages AS T1 INNER JOIN (SELECT conversation_id FROM tbl_private_messages GROUP BY conversation_id HAVING SUM(is_read) = 0 AND MAX(DATE(sending_time)) > MIN(DATE(sending_time))) AS T2 ON T1.conversation_id = T2.conversation_id GROUP BY DATE(T1.sending_time)",300,07d3798a-d3a9-4020-a206-8711d7c22e6a,0.0
set_match,,,db_blog,['sqlite'],,"SELECT DATE(T1.sending_time), COUNT(*) FROM tbl_private_messages AS T1 INNER JOIN (SELECT conversation_id FROM tbl_private_messages GROUP BY conversation_id HAVING SUM(is_read) = 0 AND MAX(DATE(sending_time)) > MIN(DATE(sending_time))) AS T2 ON T1.conversation_id = T2.conversation_id GROUP BY DATE(T1.sending_time)",300,07d3798a-d3a9-4020-a206-8711d7c22e6a,0.0
exact_match,,,db_blog,['sqlite'],,SELECT T1.* FROM tbl_users AS T1 LEFT JOIN tbl_posts AS T2 ON T1.user_id = T2.user_id WHERE T2.post_id IS NULL,9,07d3798a-d3a9-4020-a206-8711d7c22e6a,0.0
set_match,,,db_blog,['sqlite'],,SELECT T1.* FROM tbl_users AS T1 LEFT JOIN tbl_posts AS T2 ON T1.user_id = T2.user_id WHERE T2.post_id IS NULL,9,07d3798a-d3a9-4020-a206-8711d7c22e6a,0.0
exact_match,,,db_blog,['sqlite'],,"SELECT T1.browser, AVG(LENGTH(T2.content)) FROM (SELECT user_id, browser FROM tbl_user_activity GROUP BY user_id HAVING COUNT(DISTINCT browser) = 1) AS T1 INNER JOIN tbl_comments AS T2 ON T1.user_id = T2.user_id GROUP BY T1.browser",301,07d3798a-d3a9-4020-a206-8711d7c22e6a,0.0
set_match,,,db_blog,['sqlite'],,"SELECT T1.browser, AVG(LENGTH(T2.content)) FROM (SELECT user_id, browser FROM tbl_user_activity GROUP BY user_id HAVING COUNT(DISTINCT browser) = 1) AS T1 INNER JOIN tbl_comments AS T2 ON T1.user_id = T2.user_id GROUP BY T1.browser",301,07d3798a-d3a9-4020-a206-8711d7c22e6a,100.0
llmrater,,Skipped. Exact Match was found.,db_blog,['sqlite'],,"SELECT T1.browser, AVG(LENGTH(T2.content)) FROM (SELECT user_id, browser FROM tbl_user_activity GROUP BY user_id HAVING COUNT(DISTINCT browser) = 1) AS T1 INNER JOIN tbl_comments AS T2 ON T1.user_id = T2.user_id GROUP BY T1.browser",301,07d3798a-d3a9-4020-a206-8711d7c22e6a,100.0
returned_sql,,,db_blog,['sqlite'],,"SELECT T1.browser, AVG(LENGTH(T2.content)) FROM (SELECT user_id, browser FROM tbl_user_activity GROUP BY user_id HAVING COUNT(DISTINCT browser) = 1) AS T1 INNER JOIN tbl_comments AS T2 ON T1.user_id = T2.user_id GROUP BY T1.browser",301,07d3798a-d3a9-4020-a206-8711d7c22e6a,100.0
executable_sql,,Generated query was executable.,db_blog,['sqlite'],,"SELECT T1.browser, AVG(LENGTH(T2.content)) FROM (SELECT user_id, browser FROM tbl_user_activity GROUP BY user_id HAVING COUNT(DISTINCT browser) = 1) AS T1 INNER JOIN tbl_comments AS T2 ON T1.user_id = T2.user_id GROUP BY T1.browser",301,07d3798a-d3a9-4020-a206-8711d7c22e6a,100.0
exact_match,,,db_blog,['sqlite'],,SELECT SUM(T1.likes_count) FROM tbl_comments AS T1 INNER JOIN tbl_reports AS T2 ON T1.comment_id = T2.reported_comment_id INNER JOIN tbl_posts AS T3 ON T1.post_id = T3.post_id INNER JOIN tbl_categories AS T4 ON T3.category_id = T4.category_id WHERE T2.is_resolved = 0 AND T4.name = 'Programming' AND T2.user_id IN (SELECT following_id FROM tbl_followers GROUP BY following_id HAVING count(DISTINCT follower_id) > 4),299,07d3798a-d3a9-4020-a206-8711d7c22e6a,0.0
set_match,,,db_blog,['sqlite'],,SELECT SUM(T1.likes_count) FROM tbl_comments AS T1 INNER JOIN tbl_reports AS T2 ON T1.comment_id = T2.reported_comment_id INNER JOIN tbl_posts AS T3 ON T1.post_id = T3.post_id INNER JOIN tbl_categories AS T4 ON T3.category_id = T4.category_id WHERE T2.is_resolved = 0 AND T4.name = 'Programming' AND T2.user_id IN (SELECT following_id FROM tbl_followers GROUP BY following_id HAVING count(DISTINCT follower_id) > 4),299,07d3798a-d3a9-4020-a206-8711d7c22e6a,0.0
llmrater,,"* **1. Analyze the QUESTION:** The user wants to find ""the most active hour of the day"". This implies two pieces of information: the hour itself and the count of activities that makes it the ""most active"".

* **2. Column Mapping:**
* `OUTPUT #1` has a column `active_hour` with the value `'14'`.
* `OUTPUT #2` has a column `STRFTIME('%H', ""activity_timestamp"")` with the value `'14'`. These two columns represent the same information (the hour) and the values match.
* `OUTPUT #1` has a column `activity_count` with the value `2`.
* `OUTPUT #2` has no corresponding column for the activity count.

* **3. Data Comparison:**
* Both outputs correctly identify the most active hour as '14'.
* However, `OUTPUT #2` completely omits the count of activities for that hour. The question asks to identify *which* is the most active hour, and while the generated output provides the hour, it lacks the supporting data (the count) that proves it is the most active. The gold standard provides this count.

* **4. Conclusion:** The generated output is missing an important piece of information requested by the query and present in the gold standard: the count of activities. This makes it impossible to verify *why* hour '14' is the most active based on the generated output alone.

* **Final Answer Determination:** The generated result is missing the activity count, which is a critical column for answering the question fully. This falls under the definition of `MISSING_INFORMATION`.

**FINAL ANSWER:** MISSING_INFORMATION
Error analysis:

**Reasoning:**
The generated query correctly identifies the most active hour by grouping by the hour extracted from `activity_timestamp` and ordering by the count in descending order. However, it fails to include the count of activities (`COUNT(*)`) in the `SELECT` statement. The Golden SQL, on the other hand, selects both the hour and the corresponding count, providing a more complete answer. Because the generated query is missing a column that is present in the Golden SQL's `SELECT` list, it is considered an error.

**Tags & Explanations:**
[ColumnLinkingError]: The generated query failed to select the `COUNT(*)` column in the final result set, which was present in the Golden SQL.",db_blog,['sqlite'],,"SELECT STRFTIME('%H', ""activity_timestamp"") FROM ""tbl_user_activity"" GROUP BY STRFTIME('%H', ""activity_timestamp"") ORDER BY COUNT(*) DESC LIMIT 1",100,07d3798a-d3a9-4020-a206-8711d7c22e6a,0.0
returned_sql,,,db_blog,['sqlite'],,"SELECT STRFTIME('%H', ""activity_timestamp"") FROM ""tbl_user_activity"" GROUP BY STRFTIME('%H', ""activity_timestamp"") ORDER BY COUNT(*) DESC LIMIT 1",100,07d3798a-d3a9-4020-a206-8711d7c22e6a,100.0
executable_sql,,Generated query was executable.,db_blog,['sqlite'],,"SELECT STRFTIME('%H', ""activity_timestamp"") FROM ""tbl_user_activity"" GROUP BY STRFTIME('%H', ""activity_timestamp"") ORDER BY COUNT(*) DESC LIMIT 1",100,07d3798a-d3a9-4020-a206-8711d7c22e6a,100.0
llmrater,,"1. **Analyze the QUESTION**: The question asks for two things:
1.The ""most common reason"" for reporting a post. This implies finding the `report_reason` with the highest count.
2.The ""average time to resolve"" the report for that reason, in minutes.

2.**Analyze OUTPUT #1 (Gold Standard)**:
- It provides a list of `report_reason`s.
- For each reason, it provides a `report_count`. All reasons listed have a count of 2, meaning they are all tied for ""most common"".
- For each reason, it provides the `avg_resolution_time` in minutes. Some are `None`, which is correct if no reports of that type have been resolved yet.
- The columns are `report_reason`, `report_count`, `avg_resolution_time`.
- It includes 5 distinct report reasons.

3.**Analyze OUTPUT #2 (Generated Result)**:
- It provides only a single `report_reason`: 'False information'.
- It provides the average resolution time for that single reason, which is `550.0`.
- It does **not** provide the `report_count`. Without the count, it's impossible to verify *why* this is the ""most common"" reason.
- It is missing the other four reasons ('Abuse', 'Hate speech', 'Inappropriate content', 'Spam') that are also tied for the ""most common"" reason according to the gold standard.

4.**Compare and Evaluate**:
- **Missing Columns**: OUTPUT #2 is missing the `report_count` column, which is essential to answer the ""most common"" part of the question.
- **Missing Rows**: OUTPUT #2 only returns one row, while the gold standard shows that there are five reasons tied for the ""most common"". The generated query has incorrectly filtered the results down to a single, arbitrary row instead of showing all tied results.
- **Conclusion**: The generated output fails to provide most of the information present in the gold standard and required by the question. It is missing both a key column (`report_count`) and several key rows (the other tied ""most common"" reasons).

This is a clear case of missing information.

FINAL ANSWER: MISSING_INFORMATION
Error analysis:

**Reasoning:**
The generated query has three main errors.

1.**Incorrect Handling of Ties:** The query uses `ORDER BY COUNT(*) DESC LIMIT 1` to find the ""most common"" reason. This approach fails when there is a tie for the most common reason, as it will arbitrarily pick only one of the tied results. The Golden SQL correctly uses a `WHERE` clause with a subquery (`WHERE report_count = (SELECT MAX(report_count) ... )`) to return all reasons that share the maximum count. The Golden Result shows there are 5 reasons tied for the most common, but the Generated Result only shows one.

2.**Missing Output Column:** The natural language question implies two pieces of information are needed: the reason and why it's the most common (its count). The Generated SQL fails to output the count of reports for the reason, making the result incomplete. The Golden SQL correctly returns both the `report_reason` and the `report_count`.

3.**Incorrect Filtering Logic:** The Generated SQL applies a `WHERE ""is_resolved"" = 1` filter before grouping and counting. This means it only counts resolved reports when determining which reason is most common. The Golden SQL counts all reports (resolved and unresolved) to find the most common reason, and then calculates the average resolution time based on the resolved ones within that group (since `AVG` ignores nulls). This difference in logic could lead to identifying the wrong reason as ""most common"" if the actual most common reason has many unresolved reports.

**Tags & Explanations:**
[InstructionError]: The use of `LIMIT 1` incorrectly restricts the output to a single row, failing to return all results in the case of a tie for the ""most common"" reason.
[IntentError]: The query fails to output the count for each reason, which is a crucial part of answering a question about the ""most common"" item.
[FilterError]: The query includes a `WHERE ""is_resolved"" = 1` clause which alters the logic for finding the most common reason by excluding unresolved reports from the count, differing from the golden query's logic.",db_blog,['sqlite'],,"SELECT ""report_reason"", CAST(AVG(strftime('%s', ""resolution_timestamp"") - strftime('%s', ""report_timestamp"")) AS REAL) / 60 FROM ""tbl_reports"" WHERE ""is_resolved"" = 1 GROUP BY ""report_reason"" ORDER BY COUNT(*) DESC LIMIT 1",19,07d3798a-d3a9-4020-a206-8711d7c22e6a,0.0
returned_sql,,,db_blog,['sqlite'],,"SELECT ""report_reason"", CAST(AVG(strftime('%s', ""resolution_timestamp"") - strftime('%s', ""report_timestamp"")) AS REAL) / 60 FROM ""tbl_reports"" WHERE ""is_resolved"" = 1 GROUP BY ""report_reason"" ORDER BY COUNT(*) DESC LIMIT 1",19,07d3798a-d3a9-4020-a206-8711d7c22e6a,100.0
executable_sql,,Generated query was executable.,db_blog,['sqlite'],,"SELECT ""report_reason"", CAST(AVG(strftime('%s', ""resolution_timestamp"") - strftime('%s', ""report_timestamp"")) AS REAL) / 60 FROM ""tbl_reports"" WHERE ""is_resolved"" = 1 GROUP BY ""report_reason"" ORDER BY COUNT(*) DESC LIMIT 1",19,07d3798a-d3a9-4020-a206-8711d7c22e6a,100.0
